,title,is_popular
536,Breaking newsJ&K: Girls outshine boys in Class X exams,0
537,Tarn Taran DiaryWaste water used  for irrigation,0
538,All eight accused in gangrape case heldA zero FIR was registered at Chandigarh on the complaint of the victim,0
539,Amazon Prime Video announces all-female led series on International Women’s DayThe show marks the digital debut of ‘90s stars Juhi Chawla and Ayesha Jhulka,0
540,"Modi opens coffers for Assam before polls, says previous govts neglected developmentOn his third visit to Assam in a month, Modi enumerated the steps taken by the Centre over the past few years for a balanced growth in the state",0
541,Pakistan’s Akmal eligible to play after ban is reducedHe was initially banned for three years but an independent adjudicator halved the ban following an appeal by the player,0
542,Farmers’ concerns on Katra e-way will be addressed: Vijay Inder Singla to HouseWill adhere to norms on land compensation,0
543,"Funds not utilised, MP Harsimrat Badal pulls up officials",1
544,"No funds for four months, schools stop mid-day meals",0
545,"Uncaring attitude of masses keeps brewing like Covid-19Authorities doing their best to keep cases in check, but people have been way too casual in their approach",0
546,Woman found dead in Gulmohar Avenue,0
547,India to commemorate ‘Chabahar Day’ on Thursday,1
548,Women farmers take centre stage at protest sites on International Women's DayParticipation of women has increased significantly with the arrival of “thousands of women”,1
549,"At Abohar, protesters vow to keep farm stir going",0
550,"Act on complaints: MP Preneet Kaur, women panel to cops",0
551,Pak intruder shot,0
552,"150 monks test COVID-19 positive at Gyuto monastery in Himachal's DharamsalaThe monastery has been closed for visitors since March 5, 2020",1
553,Board conducts post-mortem of Belarusian coach Nikolai at Patiala's Rajindra HospitalNo physical marks on body; tests negative for coronavirus,1
554,National Covid cases surpass 1.11 crore; death toll reaches 1.57 lakhRecovery rate stands at 97.07 per cent; fatality rate drops to 1.41 per cent,1
555,"No rise in retail petrol/diesel prices despite new cess in BudgetThe rise in petrol and diesel prices is on hold for the last five days, but before that it had risen 10 times in January",1
556,"Alleging threat to life from Shiv Sena leaders, Kangana moves SC seeking transfer of cases from Mumbai to ShimlaAkhtar had filed a complaint case against Ranaut alleging criminal defamation",1
557,"Sanyukt Kisan Morcha writes to President, demands end to ‘repression’",1
558,US implicates Saudi crown prince in journalist's killing,1
559,18-year-old farmer dies,0
560,"England can expect trial by spin after Rahane predicts another turnerSays criticism of spin-friendly pitches should not be taken ‘seriously’, ‘let people speak what they want to’",1
561,Farmers to march to Parliament on foot in May: Samyukt Kisan MorchaFarmer leaders also announced their plans to block the Kundli-Manesar-Palwal expressway for 24 hours on April 10,1
562,‘Gentleman Judge’ Nijjar passes away,1
563,PUTA urges faculty members to give up additional charge,0
564,Rs 230 cr for Amritsar railway station upgrade: Piyush GoyalProject report was finalised in 2019,1
565,"Power defaulters owe discoms Rs 6,800 crore",0
566,Appointment under High Court lens,0
567,Second T20India exposed our weakness in handling slow conditions: Eoin MorganSays England were below-par in all departments of the game on Sunday,0
568,"Default amount rises to Rs 6,800 crore in Haryana DISCOMSTill December 2020, there are over 15.59 lakh defaulting connections and against them, Rs 4,754.08 crore amount is pending",1
569,Hiring SceneIndian employers still not hiring for customer interface jobs,0
570,"SC notices to Centre, Haryana on minor rape victim’s plea for termination of pregnancyGirl alleged she was raped by her cousin which led to unwanted pregnancy",0
571,"Canadian Labour, social society groups come out in support of protesting farmersThe farmers have consistently opposed these laws, which go against the promises and commitments made to farmers by different governments over several decades",1
572,"UK royal Meghan Markle seeks 1.5 million pounds in costs after court privacy winMeghan, and husband Harry, have rarely been off the front pages of Britain’s newspapers in the last month",1
573,Sharath qualifies for Tokyo Games,0
574,"Legal request issued to US against ‘Sikhs for Justice’: MEAOnly known individual from SFJ, Gurpatwant Singh Pannun, was designated terrorist last year and his social media pages were banned in India",1
575,"UN chief reaches out to Asian leaders to call for collective action for reversal of coup in MyanmarMyanmar’s military last week toppled the government and seized power for one year, detaining top political figures, including de facto leader Aung San Suu Kyi",0
576,Over 250 new ventilators gather dust at Punjab government's warehouse,0
577,Vijay Sampla takes charge as SC panel chairman,1
578,Amarinder announces minibus permit policy,1
579,"BRIEFLYLahan, illicit liquor seized",0
580,‘They said they’ll shoot’: Nigerian schoolgirls recount kidnap ordealAttackers abducted girls in northwestern Zamfara state,1
581,Top seed Aditya wins tennis title,0
582,Committee set up to examine if payment gateway can be reporting entity under PMLA: Centre to HCIt was hearing American online payment gateway PayPal’s plea challenging a Rs 96 lakh penalty imposed on it for alleged violation of anti-money laundering law,1
583,in the newsCBSE for classes I-VII in AP schools from 2021-22: Affiliation process will take at least a year,0
584,Passengers can choose ‘no check-in baggage fares’ in domestic airlinesThe move comes as an effort to make flying more affordable and accessible to passengers,1
585,"Manoj Bajpayee under home quarantine after testing positive for COVID-19; ‘Despatch’ shoot stalled for monthsOn a related note, several leading Bollywood stars had contracted the deadly disease earlier",1
586,setting recordLPU student sets Asian record in Dubai,1
587,"Court denies anticipatory bail to former Punjab DGP Sumedh Singh SainiA day back, Punjab and Haryana High Court had accepted Saini’s anticipatory bail in Behbal Kalan police firing case of 2015",1
588,ResearchEarth has life span of nearly 1billion years more,1
589,2 minute readHungarian chocolatier's vaccine bunnies offer hope for Easter,0
590,"Five Assemblies: BJP has little to lose but a whole lot to gain.  Apart from 60 seats in Assam, currently it just has three in WB, zero in Tamil Nadu and Puducherry, and one in Kerala; results will also be seen as a verdict on agitation against three farm laws, rising fuel prices.",0
591,BKU performs ‘ardas’ for success of farmers' agitation’sSays the movement has gained strength,1
592,"Review strategy, vaccinate all in sensitive areas: Punjab CM to CentreSeeks occupation-based immunisation to check super-spreaders",1
593,"Trudeau's remarks on farm laws may damage ties with Canada: CentreOn December 1, Trudeau had supported the ongoing agitation by farmers",1
594,"Pfizer-BioNTech to get EU 200 million more COVID-19 shotsThe Pfizer-BioNTech vaccine was the first of three so far to be approved for use in the EU, which faces criticism for a slow start to its vaccination campaign compared with Israel, Britain and the US",0
595,Mirabai Chanu’s medal hopes swell after North Korea’s withdrawal from OlympicsNorth Korea pulled out of the Tokyo Olympics to protect its athletes from COVID-19,0
596,"Registration must for playschools in PunjabDecision taken as per NCPCR guidelines, says minister",0
597,"Punjabi University daily wagers shut gates, protest over delay in renewal of contractsUniversity introduced a gap of four days at the time of the renewal of their work contract which takes place every two months",1
598,"44 NEET, JEE aspirants join 1st batch at Shahpur DIET",1
599,"Anil Deshmukh accidental home minister, says Sanjay RautMalik claimed that Shah sought to create confusion by making a journalist ask that question in the media briefing",0
600,Trump repeats environment criticism of India in 1st speech after White House departure,1
601,No CAA if elected to power: Manmohan to Assam voters,0
602,100 DAYS OF FARMERS STIRFarmers gear up for show of strength on March 8Dharnas at Delhi border on Women’s Day,1
603,"‘He is against Punjab': Man blocks Ajay Devgn’s car over silence on farm laws; video goes viralRajdeep Singh, a resident of Santosh Nagar locality in the northern suburb, is a driver originally hailing from Punjab",1
604,143 shops to be demolished for Delhi-Mumbai Expressway,1
605,Ambani security scare: Param Bir Singh appears before NIASingh reached the National Investigation Agency's (NIA) office in south Mumbai in a car around 9.30 am,0
606,New regional chemical lab to come up at Jalandhar,1
607,"Canadian Labour, social society groups come out in support of protesting farmersThe farmers have consistently opposed these laws, which go against the promises and commitments made to farmers by different governments over several decades",1
608,Sangrur residents to move NGT against axing of trees,0
609,"16 prisoners put chilli powder in Rajasthan jail staff's eyes, escapeThis is the second biggest jail break of the state",0
610,Black-clad women rally in Australia to demand gender violence justiceProtesters assemble outside Parliament House and across country; approval rating for government falls,1
611,"Table Tennis: Manika, Sreeja advance into final round at DohaHarmeet Desai, Archana Kamath suffer contrasting defeats; Sharath-Manika pairing bows to Russia's Alexander Shibaev and Polina Mikhailova",1
612,"Bhuvneshwar will play important role in T20 World Cup, his workload management important: LaxmanIndia’s best white-ball exponent at his peak form, the Uttar Pradesh seamer last played a T20I in December 2019",0
613,"COVID-19: Maharashtra records highest positivity rate; Chandigarh, Punjab rate higher than national averageThe country’s total vaccination coverage has surpassed 6 crores on Sunday.",1
614,"BSF arrests 4 peddlers along IBFifth accomplice attacks trooper with sickle, hurt in firing",0
615,quality educationNew Google tools to make kids' ebooks easier to read,0
616,"Asked to clear stand on farm laws, BJP MLA stopped from speaking in Punjab AssemblyWhy BJP MLAs should be allowed to speak when the saffron party was not listening to the farmers protesting the farm laws, asks Cong legislator",1
617,India offers $100 million line of credit to Mauritius to facilitate procurement of defence assetsSigns Comprehensive Economic Cooperation Partnership Agreement,0
618,World sleep awareness monthWhy is sleep so important?,0
619,304 youngsters get jobs at mega fair in Jalandhar,0
620,"Punjab Budget: Govt to set up 2 new medical colleges, 8 maternal and child health wingsRs 92 crore allocated for up-gradation of Government Medical College, Patiala",1
621,School notesEvents,0
622,"Vaccination of 50-plus people from March, Centre writes to states'Gear all govt facilities to offer COVID vaccines from March 1'",1
623,‘The Battle Of Bhima Koregaon’ in theatres on September 17The Ramesh Thete directorial features Arjun Rampal and Sunny Leone,1
624,Akshay says ‘Teri mitti’ is a feeling as song crosses 1 billion viewsAkshay recently wrapped up shooting for his forthcoming film 'Bachchan Pandey',0
625,"From tweet to acquittal, here's timeline of Akbar vs RamaniDelhi court grants bail to Ramani on 25 February, 2019",1
626,Top schoolsSchooling excellence,0
627,Re-evaluation of land award demanded,0
628,"COVID creates ‘fertile ground’ for genital cutting in AfricaFGM, which involves partial or total removal of the female genitalia, threatens 4 million girls annually.",1
629,"Karnataka minister takes COVID-19 vaccine at home, triggers controversyPatil defended himself, saying he has not committed any crime and wanted to avoid trouble for the public",0
630,2 held for killing cab driver in Ferozepur,0
631,‘SC’s query to rape accused on marrying girl was based on judicial records’,0
632,"Harmanpreet Kaur becomes 5th Indian woman to play 100 ODIsJoins Mithali Raj (210), Jhulan Goswami (183), Anjum Chopra (127) and Amita Sharma (116)",0
633,Batala SAD legislator Lakhbir Singh Lodhinangal puts his party in a fixWants to contest from Fatehgarh Churian,1
634,Daniil Medvedev wins Open 13 for 10th title on eve of move to No. 2Medvedev will overtake Rafael Nadal and push the 20-time Grand Slam champion down to No. 3,0
635,Bigg Boss 14 winner Rubina Dilaik: Already missing the houseRubina took home Rs 36 lakh and the Bigg Boss trophy,0
636,"Sushant Singh Rajput honoured with Phalke award for ‘Critic’s Best Actor’Sushant Singh Rajput, who began his acting career in 2008 with the TV show ‘Kis Desh Mein Hai Meraa Dil’, became a household name when he grabbed the lead role in Zee TV’s ‘Pavitra Rishta’",0
637,"Brazilian regulator says Bharat Biotech’s Covaxin manufacturing facility fails to meet GMP standardsWorking towards resolving issues cited during inspection, says vaccine maker",0
638,UP Police take custody of gangster-turned-MLA Mukhtar AnsariAnsari was lodged at Ropar jail in January 2019 after he was brought by Punjab police from Banda jail,1
639,"Porn star Mia Khalifa tweets again, says ‘still standing with the farmers’",1
640,"2 deaths, 523 new COVID-19 cases in HaryanaSo far, the disease has killed 3,079 people in the state",0
641,"Security forces kill JeM commander Sajjad Afghani, another militant in J-K’s ShopianJ-K DGP Dilbag Singh tells the media that Afghani, who was instrumental in recruiting terrorists, has been killed in the encounter that entered its third day on Monday",1
642,"Recovery faster than expected, need to keep growth momentum: Principal economic adviserGDP growth rate in the Union Budget for 2021-22 was projected at around 14 per cent",0
643,"2 Minute ReadChinese 'polar bear hotel' opens to full bookings, criticism",0
644,"In briefNOCs within 30 days, says Jalandhar DC",0
645,"Elgar Parishad case accused Varavara Rao gets 6-month bail on medical groundsRao, 82, is currently undergoing treatment at the Mumbai-based Nanavati Hospital",1
646,Fifty houses destroyed by fire in NepalRed Cross Society are providing immediate relief material to the victims,1
647,"Deepika Padukone, Akshay Kumar bag Phalke Awards for ‘Best Actor’They bagged the award for acclaimed performances in ‘Chhapaak’ and ‘Laxmii’",0
648,Man sent to jail for permorming 'ritual related to last rites' of UP CMBrijesh Yadav was apprehended after he posted a video of it on the social media,0
649,China's factory output surges as recovery acceleratesCountry's ability to contain the coronavirus pandemic before other major economies were able to do so has allowed it to rebound faster,1
650,Police stations to compete with each other,0
651,Another juvenile held for minor’s gang-rape,0
652,"India’s next phase of virus crisis likely to be localised outbreaks: ExpertsAt more than 11 million, India has reported the highest number of cases in the world after the United States",1
653,"Man shoots son at Tarn Taran villageVictim was alcoholic, suspect at large",1
654,CBSE student migration certificates on DigiLocker now,1
655,INFOCUS: AgricultureCereal exports: Damper on grain gains,1
656,67 new Covid cases in ChandigarhNumber of active cases rises from 430 on Monday to 472 on Tuesday,1
657,BRIEFLYMan dies as lift collapses,0
658,Gangster-turned-politician Mukhtar Ansari brought back to UP's Banda jail from PunjabHe was ferried in an ambulance guarded by a strong posse of gun-toting security personnel throughout his 900-km journey from Ropar to the Uttar Pradesh town in the Bundelkhand region,1
659,Why norm flouted in rape case: HC to attorney,0
660,"Mamata questions eight phases of West Bengal electionsSays poll dates similar to ones BJP wanted, asks ‘Are poll dates announced as per suggestions of Modi, Shah?’",1
661,5 killed as car collides with bus in Maharashtra’s AhmednagarThe car jumps the road divider and hits the bus coming from the opposite direction,0
662,"Chinese smartphone company Vivo back as IPL title sponsorVivo’s sponsorship deal with the BCCI, worth Rs 440 crore per year, was suspended last season due to the India-China border standoff",0
663,India devoting great importance to solar energy: PMSays India’s solar energy capacity has gone up 13 times,0
664,"Vaccination of 50-plus people from March, Centre writes to states'Gear all govt facilities to offer COVID vaccines from March 1'",1
665,"Now, cop tests +ve  at Badals’ residence",0
666,"TMC says Modi knew of conspiracy to physically hurt MamataPM's comment showed a plan was underway to assault Mamata at Nandigram, says the memorandum",1
667,High Court notice to Haryana over Nodeep confinement,1
668,AC and refrigerator to be costlier; gold and silver to be cheaperGold and silver will become cheaper as a result of rationalisation in customs duty,1
669,"Fight not yet over, says sister on Nodeep Kaur’s bailNodeep Kaur was on Friday granted bail by the Punjab and Haryana High Court",1
670,Distant planet gains 2nd atmosphere through volcanic activityThe current atmosphere is believed to be continually replenished to balance the hydrogen escaping into space,0
671,"MC polls also led to Covid spike in Punjab: Govt2,039 fresh cases, 35 deaths in past 24 hrs",0
672,Gurdeep Singh becomes first turban-clad Sikh to take oath as Pakistan SenatorSecured 103 votes in the House of 145,1
673,"In Brief5 jawans, 3 Naxals killed in encounter",0
674,"Will join farmers’ agitation soon, says Nodeep Kaur after getting bailShe accused the Sonepat police of torturing her and fellow activist Shiv Kumar",1
675,"Farmers’ four-hour ‘rail roko’ protest today, Railways ready",0
676,In the NewsPunjab school education department directs for biometric updation in Aadhaar cards of studentsStep to ensure to ensure timely scholarship under various schemes,1
677,Cattle smugglers fire at BSF troops along Indo-Bangla border in West BengalNo one was injured in the incident that took place around 5.30 am,0
678,"Toll plazas in Punjab shut, uncertainty looms over mandatory use of FASTag",1
679,RTI activist flags LED streetlight project in Amritsar,0
680,‘Violation of rights’: Punjab House slams ED raidPasses resolution in support of AAP rebel MLA Sukhpal Khaira,1
681,Rohtak firm booked for Rs 176-cr bank fraud,1
682,"US, Canada hail Taiwan's 'freedom pineapples' after Chinese banChina last week stopped the import of Taiwanese pineapples, citing ""harmful creatures"" it said could come with the fruit",1
683,Hat-trick of defeats: Indian women lose 0-2 to Germany in 3rd gameSonja Zimmermann and Franzisca Hauke scored a goal each to help the hosts take a 3-0 lead in the four-match series,1
684,Timetable of buses plying in Chamba updated,1
685,"‘Toolkit’: Delhi cops seized hard disk from house, says Muluk’s fatherOn Tuesday, the Bombay High Court granted transit anticipatory bail to Shantanu Muluk for 10 days",0
686,"Dreaming bigJust a teenager, she hopes to compete on Oly mat somedayVeerpal hails from a family of limited means",0
687,"Gautam Adani beats Jeff Bezos, Elon Musk to be world’s biggest wealth gainer in 2021Google Co-founder Larry Page is ranked second in terms of the highest gain in wealth",1
688,"After Mamata, Smriti Irani takes a scooter ride as race for Bengal heats upIrani began BJP's 'Poriborton Yatra at Gangajoara near Garia",1
689,WELL-BEINGSurviving pandemic,0
690,"Govt imposes cess on petrol, diesel, gold, other items to fund agri infra development‘We have taken care not to put additional burden on consumers on most items’",1
691,"Covid-19: Kejriwal not to attend public Holi programmes; appeals to people to avoid crowdsNational Capital recorded 1,558 fresh cases on Saturday, highest since December 15",0
692,Events at border illustrative of confident India: PM ModiSays confidence is a very big asset,1
693,Ghagga resident booked on charge of thrashing doctorSuspect also demanded Rs 5L from victim,0
694,"COVID-19 continues to haunt Patiala govt schools; 8 more teachers test positiveAs per the health department, a total of 46 staff members and two school children contracted the virus in February",1
695,"In BriefBhagat, Kadam in semis of para-badminton tournament",0
696,"Dumped British TV host Piers Morgan pours more scorn on Meghan Markle suicide, racism claimsMorgan, 55, left ITV's Good Morning Britain on Tuesday after a backlash against his comments on Meghan's interview with Winfrey",0
697,Muktsar village 1st in state to start sterilisation of dogsFour more villages  to follow suit,0
698,"ICC investigates alleged crimes in Palestinian territoriesIn the past, Israeli officials have accused the court of overstepping its bounds, saying the Palestinians are not an independent sovereign state",0
699,"Narrow escape for Kamal Nath, Congress leaders after elevator dropsThe former MP CM had a narrow escape on Sunday after an elevator at a private hospital, which they were taking, malfunctioned and dropped a few feet from the ground floor",1
700,"I accidentally became a cricketer, says Indian off-spinner Ravichandran AshwinAshwin picked up 7 in the match to take his overall tally to 401",0
701,"Markets, malls remain shut in Ludhiana",1
702,Rs 700-cr GST billing scam unearthedFive held I Passed on fraudulent Rs122 crore input tax credit to fake companies,1
703,International Women's DayNASA Mars scientists spur girls to 'reach for the stars',0
704,Australia won’t change planned content laws despite Facebook block: LawmakerFacebook has strongly protested the laws and last week abruptly blocked all news content and several state government and emergency department accounts,0
705,Air travellers violating Covid protocol despite warnings to be treated as 'unruly passengers': DGCAThe move comes after the Delhi High Court directed DGCA that passengers travelling on flights without wearing face mask properly can be offloaded by cabin crew,1
706,Police say militants kill 4 women activists in Pakistan’s North WaziristanPakistani militants have in recent months stepped up their activities in the region,1
707,UN human rights chief for ‘meaningful’ Govt-farmer talks‘Clampdown in Kashmir still of concern’,1
708,"US coronavirus death toll approaches dark milestone of 5,00,000The country has recorded more than 28 million COVID-19 cases",0
709,Uttar Pradesh panchayat election dates announced,0
710,"Tokyo 2020 organisers to raise ratio of women on its board to 42%Postponed Tokyo Olympics are scheduled to be held from July 23 to August 8, Paralympics will start from August 24",1
711,"Five killed in Myanmar as troops open fire on protestersMyanmar likely becoming failed state, says Fitch Solutions; parallel govt to submit evidence of atrocities to UN body",0
712,Delhi violence accused Lakha Sidhana addresses rally in Bathinda; leaves on motorbikeSidhana earlier had given a call on social media for the rally,1
713,Online impersonation case: Hrithik Roshan to record statement against Kangana Ranaut tomorrowHrithik's complaint in 2016 alleged that someone was impersonating him and was emailing actor Kangana Ranaut from a bogus email ID in his name,1
714,"Congress govt in Puducherry loses confidence voteCong is left with govts on its own in Punjab, Rajasthan, Chhattisgarh; coalition in Maharashtra, Jharkhand",1
715,"US says Vienna talks constructive, rejects Iran's 'maximalist demands'US and Iranian negotiators did not have direct talks, but a shuttle diplomacy approach was adopted with the intensified help of coordinators",0
716,‘Jalebs’ tickle taste buds of protesting farmers at Singhu border,1
717,"US provided some info, equipment to India during its border crisis with China: Pentagon Commander'LAC activities opened India's eyes to what cooperative effort might mean for own defensive needs'",1
718,"Another provocation for farmers, says Amarinder on Centre’s direct payment proposalCM says Centre’s apathy towards farmers won’t help resolve crisis, terms Punjab budget pro-farmer and pro-poor",1
719,SC commences hearing whether Mandal verdict needs to be revisitedLandmark 1992 verdict in the Indira Sawhney case caps the quota at 50 per cent,0
720,"Tenant rapes minor girl for months, held",0
721,"US, Canada hail Taiwan's 'freedom pineapples' after Chinese banChina last week stopped the import of Taiwanese pineapples, citing ""harmful creatures"" it said could come with the fruit",1
722,RBI pegs retail inflation at 4.4-5.2% for this fiscalSays ‘some underlying constituents’ testing upper tolerance level,0
723,"Pakistani  smuggler shot near Indo-Pak border in Punjab; 22 kg heroin, 2 AK-47 rifles seized",1
724,"12 get life imprisonment in 2010 Hisar double murder caseThe convicts were involved in a double murder case during a dispute on the encroachment on panchayat land in the village. The incident occurred on February 28, 2010",1
725,Campus notesStudent makes it on big screen,0
726,Zira council ex-president joins AAP,0
727,"Post jab, infection possible, but less severe: Experts",1
728,Surprisingly I’m not sad at not winning Bigg Boss 14: Rahul VaidyaRahul had a journey of over 140 days in the house. He says he is happy that he reached the final two,1
729,Reopening of schoolsTelangana: High number of COVID-19 cases reported from two schools,0
730,"PVR to invest Rs 150 crore to add 30-40 screens next fiscal; eyes 1,000 screens by FY23PVR at present operates over 844 screens at 177 properties in 71 cities (India and Sri Lanka)",0
731,"Arrest Karnal vandals or face stir, warn DalitsSeek security, relief for damages",1
732,2 Minute ReadNASA's Mars helicopter survives first freezing Martian night,0
733,Surprisingly I’m not sad at not winning Bigg Boss 14: Rahul VaidyaRahul had a journey of over 140 days in the house. He says he is happy that he reached the final two,1
734,"Students, teachers main drivers of Covid spread in state: Punjab government",1
735,"150 monks test COVID-19 positive at Gyuto monastery in Himachal's DharamsalaThe monastery has been closed for visitors since March 5, 2020",1
736,"Kartik Aaryan gets a haircut in Manali, shares photo with a quirky caption; see postThe horror comedy Bhool Bhulaiyaa 2 is all set to hit theatres on November 19",0
737,"Yashwant Sinha joins TMC; says democracy under BJP is in dangerSinha, 83, had quit the BJP in 2018, and has since been consistent in questioning the government and its policies",1
738,"Budget has vision of ‘self-reliance’; villages and farmers at its heart: ModiThe budget will bring several positive changes for individuals, investors, industry and infrastructure sector, the Prime Minister says",1
739,Kashmir to Kanyakumari in 50 days: Armyman gets grand welcome in Jalandhar,0
740,"No scientific rationale for ‘Covid vaccine for all’ debate: GovtVaccines have to be given to those in need, not those desirous of them, says Health Secretary; urges states to meticulously implement the current strategy",1
741,"Ban on sale of chicken, eggs in 10-km radius of Ambala farmOwner claims birds died & disposed of in Jan, dept says no info",0
742,Green fireworks emit 15-65% less particulate matter: Study,0
743,"What have I done wrong? Ankita Lokhande slams Sushant Singh Rajput’s fans; adds ‘he went his way, so stop blaming me’Sushant and Ankita met on ‘Pavitra Rishta’ sets, and dated for more than six years",1
744,"California office building shooting kills 4, including childThe killings were the latest mass shooting in the United States in the last two weeks",0
745,"Maharashtra man, son drown as boat overturns while they were taking selfieHis wife, daughter and two others were rescued by local fishermen",1
746,"India, France and Australia to hold trilateral talksFocus on exploring practical cooperation in crucial areas",0
747,"Kunal Kamra, family test positive for COVID-19While the comedian is home quarantined, his parents have been admitted to a hospital here.",0
748,Seven-time Cong MLA Sujan Singh Pathania dies,1
749,"Top US, Chinese diplomats clash publicly at first in-person talks under Biden presidencyBlinken also insisted on issuing a rebuttal while the media was still present in the room",1
750,"BSP to go solo in 2022 UP polls, says Mayawati",0
751,Drag-flickers star in Punjab’s  second winCHANDIGARH:A brilliant show by the drag-flickers saw Punjab overcome Uttar Pradesh 5-3 in their second Pool B match of the junior men’s hockey national Championship in Raipur today.,0
752,"Ayurvedic formulations can help rejuvenate ailing kidney cells, say researchersIt is found to help in detoxifying kidney cells apart from reducing high levels of uric acid and electrolytes",1
753,"28 garment workers killed in flooded factory in MoroccoLocal authorities said firefighters and emergency workers rescued 10 people from the factory, in the basement of a residential villa",1
754,Cabinet Minister Om Parkash Soni lists out govt’s achievements of 4 yrs,1
755,"566 Covid positive, eight dead in past 24 hoursState caseload 1,79,819  I Total deaths 5,786  I Centre asks Punjab to increase RT-PCR testing",1
756,"WPI inflation rises to 4.17 per cent in February on costlier food, fuelThe WPI inflation was 2.03 per cent in January and 2.26 per cent in February last year",0
757,"Ranbir Kapoor-starrer ‘Animal’ to release on Dusshera 2022Veteran actor Anil Kapoor, Bobby Deol and Parineeti Chopra also round the cast of the movie.",0
758,Government extends benefits to peace-time Chakra awardees’ families,1
759,"OIC being misled by Pakistan at UNHRC on Kashmir: IndiaPoints out at human rights violations in Pakistan, raises activist Idris Khattak's secret detention",1
760,"1,703 jabbed in Chandigarh",0
761,IED might have been used in attack on Bengal minister: OfficialHealth condition of minister Jakir Hossain stable,0
762,5 of Bihar family commit suicideVillagers say family was undergoing financial crisis,1
763,"Madhya Pradesh Assembly passes anti-conversion BillThe Bill earlier replaced the ordinance, cleared by the Cabinet in December and promulgated in January",0
764,"Philippine police kill 9 in raids on suspected rebelsLeft-wing and rights groups condemn killings, demand independent investigation",0
765,‘Veer naris’ honoured at Military Station,0
766,"Priyanka Chopra launches Indian restaurant, SONA, in New York, performs ‘puja’ with Nick JonasThe actress says she poured her love for Indian food into this restaurant",1
767,"Mukhtar Ansari dodging judicial system, running illegal activities from Punjab jail: UP to SCMLA seeking transfer of cases pending against him in Uttar Pradesh to Delhi, says his counsel",1
768,"Lahore, Sunday, February 27, 1921Financial Control",0
769,Nitish Kumar loses his cool again in Bihar legislative council,0
770,"Sensex sinks 1,145 points; Nifty drops below 14,700Dr Reddy’s, M&M, Tech Mahindra, Axis Bank, IndusInd Bank and TCS among top losers",1
771,"Masks, ventilation stop COVID-19 spread better than social distancing, study saysThe classroom model was 709 square feet with 9-foot-tall ceilings, similar to a smaller-size classroom",1
772,Economy and second waveThe government must go for large-scale spending to tackle another recession,1
773,Down the agesPainstaking study of 'Little Foot' fossil sheds light on human origins,0
774,"No respite from Covid: 6 deaths, 307 new cases reported in Jalandhar districtAdministration seeks support from NGOs to fight fresh wave",0
775,Milind Soman is Covid-positive…while Dharmendra tests negative,0
776,"Singer Harshdeep Kaur names her son Hunar SinghThe singer also shared that “Hunar” refers to art, skill or talen",1
777,"OIC being misled by Pakistan at UNHRC on Kashmir: IndiaPoints out at human rights violations in Pakistan, raises activist Idris Khattak's secret detention",1
778,"Bharat bandhTrain, bus services hit in LudhianaFarmers block national highways, key roads",1
779,"Restoration of statehood, Assembly polls in J&K our priority: JKAP chief BukhariSays each individual in UT wants restoration of statehood",0
780,No arrest in woman’s murder so far,0
781,"Freak injury forces wrestler Sonam to pull out of Rome eventDeepak, Ravi Dahiya also missing in action; Indian squad leaves for UWW ranking series",0
782,"Tibetan starts march, wants change in India’s China policy",1
783,"Virus scare dampens Holi mood in Punjab, HaryanaRestrictions had been imposed in the wake of a recent surge in the virus cases in the region",1
784,2 minute readThis low-cost portable machine grabs plastic bags,0
785,"Punjab Budget: Old-age pension increased to Rs 1,500; free travel for women in govt busesSeven hostels to be set up for working women",1
786,Former India all-rounder Yusuf Pathan announces retirement from all forms of cricketYusuf played 57 ODIs and 22 T20Is for India,0
787,All set for buying rabi crops on MSP: Dy CM,1
788,"Vardhan appeals to healthcare, frontline workers to get vaccinated against COVID-19Says the vaccines are safe and fulfil all the criteria of immunogenicity",0
789,"Don’t know any finer judge than Justice Indu Malhotra: CJIJustice Malhotra, who is set to retire from judgeship on Saturday, was choked with emotion",1
790,"Four days after being sealed, SBI office reopens in Abohar",0
791,"In interview with Oprah, Prince Harry talks about mother DianaSays Split from royal life “unbelievably tough”",1
792,"Donald Trump hints at 2024 run'With your help, we will take back the House, we will win the Senate and then a Republican president will make a triumphant return to the White House'",1
793,70-yr-old councillor on ‘swachh ward’ drive in Kotkapura,0
794,"INFOCUS: AgricultureCereal exports: Focus on quality, infra push",1
795,Punjabi singer Sunanda Sharma teams up with Nawazuddin Siddiqui for B Praak’s latest project ‘Baarish Ki Jaaye’This project marks their first collaboration,1
796,"Lekhi mocks Thunberg, says India should give her child bravery awardLending her support to the farmers’ agitation against the three farm reform laws, the teen activist had shared 'a toolkit for those who want to help'",0
797,"8K dogs sterilised in 2 years: Civic bodyThis year, 600 canines covered so far",0
798,"Observers’ report to EC says Mamata’s injury accidentalPoll panel seeks details from state government, say sources",1
799,SpaceNASA team names Martian hill after Rafael Navarro-Gonzalez,0
800,"Sensex soars 750 points as investors cheer Q3 GDP dataPowerGrid, ONGC, Ultratech Cement, Asian Paint, Kotak Bank and Titan among top performers",1
801,15-year-old among 7 fall prey to virus in Hoshiarpur district,0
802,"Climate pledges for 2030 put world far off 1.5C goal, UN warnsUN report summarises new plans submitted so far ahead of COP26;  2030 emissions targets fall way short of keeping warming to 1.5C; pressure rises on major emitters to set more ambitious goals",1
